d1	d2	d3	d4	d5	d6
明治の皇室建築／国家が求めた〈和風〉像	小沢　朝江	吉川弘文館, 	歴史文化ライブラリー　２６３	521.82 ｵｱ  一般書架	ISBN:  RGTN: 43767 受入日: 20090917
光の帝国	キム・ヨンハ 著、宋美沙 訳	二見書房, 		929.1 ｷﾑ  一般書架	ISBN: 9784-576081694 RGTN: 43768 受入日: 20090917
最後の授業／ぼくの命があるうちに	ランディ・パウシュ／ジェフリー・ザスロー．共著／矢羽野　薫．訳	ランダムハウス講談社, 		289.3 ﾊﾟ  一般書架	ISBN:  RGTN: 43769 受入日: 20090917
道は必ずどこかに続く／１５歳の寺子屋	日野原　重明	講談社, 	１５歳の寺子屋	159 ﾋｼ  一般書架	ISBN:  RGTN: 43770 受入日: 20090917
大正ロマン着物女子服装帖／ポニア式コーディネート術	大野　らふ	河出書房新社, 		593.1 ｵﾗ  一般書架	ISBN:  RGTN: 43771 受入日: 20090917
フランス文学名作と主人公	加藤民男 編	自由国民社, 	明快案内シリーズ 知の系譜. 読書入門	950.2 ｶﾄ  一般書架	ISBN: 9784-426108212 RGTN: 43772 受入日: 20090917
明治の名著　１／論壇の誕生と隆盛	小田切　秀雄／渡邊　澄子．編	自由国民社, 	読書入門	028 ﾒｲ  一般書架	ISBN:  RGTN: 43773 受入日: 20090917
大正の名著 : 浪漫の光芒と彷徨	浅原勝 [ほか] 執筆 ; 渡邊澄子編	自由国民社, 	読書入門	028 ﾀｲ  一般書架	ISBN:  RGTN: 43774 受入日: 20090917
そうか、もう君はいないのか	城山三郎 著	新潮社, 		914.6 ｼﾛ  一般書架	ISBN: 9784-103108177 RGTN: 43775 受入日: 20090917
ぼくが探偵だった夏	内田康夫 著	講談社, 	Mystery land	918.6 ﾐｽ  一般書架	ISBN: 9784-062705868 RGTN: 43776 受入日: 20090917
川柳は語る激動の戦後	佐藤　美文	新葉館出版, 		911.46 ｻﾖ  一般書架	ISBN:  RGTN: 43777 受入日: 20090917
ママの声、聞こえるよ	筒井好美 著	朝日新聞出版, 		916 ﾂﾂ  一般書架	ISBN: 9784-022505248 RGTN: 43778 受入日: 20090917
兼好に恋して徒然草に学ぶ	平野啓子 著	あすとろ出版, 	日本人・心の源流	914.4 ﾋﾗ  一般書架	ISBN: 9784-755508936 RGTN: 43779 受入日: 20090917
手妻のはなし／失われた日本の奇術	藤山　新太郎	新潮社, 	新潮選書	779.3 ﾌｼ  一般書架	ISBN:  RGTN: 43781 受入日: 20090917
あるキング	伊坂幸太郎 著	徳間書店, 		913.6 ｲｻ  一般書架	ISBN: 9784-198627799 RGTN: 43782 受入日: 20090917
今日を生きる	大平　光代	中央公論社, 		289.1 ｵﾐ  一般書架	ISBN:  RGTN: 43783 受入日: 20090917
生きる。 : がんと向きあう7人のストーリー	井上怜奈 鳥越俊太郎 猿渡瞳 加藤大基 青島幸男 より子 小橋建太 著	幻冬舎, 		916 ｲﾉ  一般書架	ISBN: 9784-344017184 RGTN: 43784 受入日: 20090917
最新　新宗教事情／カルト・スピリチュアル・おひとりさま	島田　裕巳	勉誠出版, 		169.1 ｼﾋ  一般書架	ISBN:  RGTN: 43786 受入日: 20090921
哲学者たちの死に方	サイモン・クリッチリー 著、杉本隆久 國領佳樹 訳	河出書房新社, 		102.8 ｸﾘ  一般書架	ISBN: 9784-309244846 RGTN: 43787 受入日: 20090917
ヘタな人生論より　藤沢周平／不朽の時代小説から読みとく「人生の重大な秘密」とは－－	野火　迅	河出書房新社, 		910.26 ﾉｼﾞ  一般書架	ISBN:  RGTN: 43788 受入日: 20090917
現職警官「裏金」内部告発	仙波　敏郎	講談社, 		317.7 ｾﾄ  一般書架	ISBN:  RGTN: 43789 受入日: 20090917
橋の上の「殺意」／畠山鈴香はどう裁かれたか	鎌田　慧	平凡社, 		326.23 ｶｻ  一般書架	ISBN:  RGTN: 43790 受入日: 20090917
研究史　日本語の起源／「日本語＝タミル語起源説」批判	安本　美典	勉誠出版, 	推理・古代日本語の謎	810.29 ﾔﾋﾞ  一般書架	ISBN:  RGTN: 43791 受入日: 20090917
アフリカのことば／アフリカ言語ノート集成	西江　雅之	河出書房新社, 		894 ﾆﾏ  一般書架	ISBN:  RGTN: 43792 受入日: 20090917
インフルエンザパンデミック／新型ウイルスの謎に迫る	河岡　喜裕／堀本　研子．共著	講談社, 	ＢＬＵＥ　ＢＡＣＫＳ　１６４７	493.8 ｶﾜ  新書書架	ISBN: 9784-062576475 RGTN: 43793 受入日: 20090928
量子テレポーテーション : 瞬間移動は可能なのか?	古澤明 著	講談社, 	ブルーバックス ; B-1648	421.3 ﾌﾙ  新書書架	ISBN: 9784-062576482 RGTN: 43794 受入日: 20090928
図解・新世代鉄道の技術／超伝導からＬＲＶまで	川辺　謙一	講談社, 	ＢＬＵＥ　ＢＡＣＫＳ　１６４９	546 ｶﾜ  新書書架	ISBN: 9784-062576499 RGTN: 43795 受入日: 20090928
イカはしゃべるし、空も飛ぶ【新装版】／面白いイカ学入門	奥谷　喬司	講談社, 	ＢＬＵＥ　ＢＡＣＫＳ　１６５０	484.7 ｵｸ  新書書架	ISBN: 9784-062576505 RGTN: 43796 受入日: 20090928
新しい霊長類学／人を深く知るための１００問１００答	京都大学霊長類研究所	講談社, 	ＢＬＵＥ　ＢＡＣＫＳ　１６５１	489.9 ｷｮ  新書書架	ISBN: 9784-062576512 RGTN: 43797 受入日: 20090928
現代医学に残された七つの謎／研究者の挑戦を拒み続ける人体の神秘	杉　晴夫	講談社, 	ＢＬＵＥ　ＢＡＣＫＳ　１６５２	491.3 ｽｷﾞ  新書書架	ISBN: 9784-062576529 RGTN: 43798 受入日: 20090928
理系のための英語「キー構文」４６／英語論文執筆の近道	原田　豊太郎	講談社, 	ＢＬＵＥ　ＢＡＣＫＳ　１６５３	407 ﾊﾗ  新書書架	ISBN: 9784-062576536 RGTN: 43799 受入日: 20090928
モグラ博士のモグラの話	川田　伸一郎	岩波書店, 	岩波ジュニア新書　６３４	489.4 ｶﾜ  新書書架	ISBN: 9784-005006342 RGTN: 43800 受入日: 20090928
国境なき医師が行く	久留宮隆 著	岩波書店, 	岩波ジュニア新書 ; 635	329.3 ｸﾙ  新書書架	ISBN: 9784-005006359 RGTN: 43801 受入日: 20090928
司法官僚 : 裁判所の権力者たち	新藤宗幸 著	岩波書店, 	岩波新書 ; 新赤版1200	327.1 ｼﾝ  新書書架	ISBN: 9784-004312000 RGTN: 43802 受入日: 20090928
タイ／中進国の模索	末廣　昭	岩波書店, 	岩波新書　１２０１	302.2 ｽｴ  新書書架	ISBN: 9784-004312017 RGTN: 43803 受入日: 20090928
ダーウィンの思想 : 人間と動物のあいだ	内井惣七 著	岩波書店, 	岩波新書 ; 新赤版1202	467.5 ｳﾁ  新書書架	ISBN: 9784-004312024 RGTN: 43804 受入日: 20090928
四コマ漫画 : 北斎から「萌え」まで	清水　勲	岩波書店, 	岩波新書　１２０３	726.1 ｼﾐ  新書書架	ISBN: 9784-004312031 RGTN: 43805 受入日: 20090928
消費税をどうするか : 再分配と負担の視点から	小此木潔 著	岩波書店, 	岩波新書 ; 新赤版1204	345.7 ｵｺ  新書書架	ISBN: 9784-004312048 RGTN: 43806 受入日: 20090928
現代思想の断層／「神なき時代」の模索	徳永　恂	岩波書店, 	岩波新書　１２０５	133 ﾄｸ  新書書架	ISBN: 9784-004312055 RGTN: 43807 受入日: 20090928
和辻哲郎／文人哲学者の軌跡	熊野　純彦	岩波書店, 	岩波新書　１２０６	289.1 ﾜﾂ  新書書架	ISBN: 9784-004312062 RGTN: 43808 受入日: 20090928
シベリア抑留／未完の悲劇	栗原　俊雄	岩波書店, 	岩波新書　１２０７	210.7 ｸﾘ  新書書架	ISBN: 9784-004312079 RGTN: 43809 受入日: 20090928
キリマンジャロの雪が消えていく／アフリカ環境報告	石　弘之	岩波書店, 	岩波新書　１２０８	519.2 ｲｼ  新書書架	ISBN: 9784-004312086 RGTN: 43810 受入日: 20090928
長寿を科学する	祖父江　逸郎	岩波書店, 	岩波新書　１２０９	491.3 ｿﾌﾞ  新書書架	ISBN: 9784-004312093 RGTN: 43811 受入日: 20090928
教育を子どもたちのために	益川　敏英／小森　陽一／木附　千晶／藤田　英典／本田　由紀／	岩波書店, 	岩波ブックレット　７６４	370.4 ﾏｽ  ブックレット	ISBN: 9784-000094641 RGTN: 43812 受入日: 20090928
性教育裁判／七生養護学校事件が残したもの	児玉　勇二	岩波書店, 	岩波ブックレット　７６５	378.4 ｺﾀﾞ  ブックレット	ISBN:  RGTN: 43813 受入日: 20090928
新型インフルエンザ・クライシス　【新版】	外岡　立人	岩波書店, 	岩波ブックレット　７６６	493.8 ﾄﾉ  ブックレット	ISBN: 9784-000094665 RGTN: 43814 受入日: 20090928
叡電ゆるり各駅めぐり／らくたび文庫　２１	ヨシダカツミ文 ; 田村和成写真	コトコト, 	らくたび文庫 : ポケットに京都ひとつ  no.21	291.6 ﾖｼ  文庫書架	ISBN: 9784-903822211 RGTN: 43815 受入日: 20090930
京の近代建築／らくたび文庫　３４	たかぎみ江文 ; 福尾行洋写真	ことこと, 	らくたび文庫　０３４	523.1 ﾀｶ  文庫書架	ISBN: 9784-903822341 RGTN: 43816 受入日: 20090930
日経1年生! : 経済記事って、本当は身近で面白い	長谷部　瞳／「日経１年生」製作委員会	祥伝社, 	祥伝社黄金文庫	330.4 ﾊｾ  文庫書架	ISBN: 9784-396314545 RGTN: 43817 受入日: 20090930
日経1年生!next : 今さら聞けない経済の基本	長谷部　瞳／「長谷部瞳は日経１年生」編集部	祥伝社, 	祥伝社黄金文庫	330.4 ﾊｾ  文庫書架	ISBN: 9784-396314736 RGTN: 43818 受入日: 20090930
みじかい眠りにつく前に　\x87T／真夜中に読みたい１０の話	金原　瑞人．編／有島　武郎／いしい　しんじ／魚住　直子／江國　香織／恩田　陸／角田　光代／鷺沢　萌／寺山　修司／梨屋　アリエ／楡井　亜木子	ジャイブ, 	ピュアフル文庫	913.6 ﾐｼﾞ  文庫書架	ISBN: 9784-861765858 RGTN: 43819 受入日: 20090930
みじかい眠りにつく前に　\x87U／昼下がりに読みたい１０の話	金原　瑞人／あさの　あつこ／芦原　すなお／石井　睦美／大島　真寿美／加納　朋子／川島　誠／檀　一雄／松村　栄子／森　絵都／山尾　悠子	ジャイブ, 	ピュアフル文庫	913.6 ﾐｼﾞ  文庫書架	ISBN: 9784-861766343 RGTN: 43820 受入日: 20090930
私は貝になりたい	加藤哲太郎 遺書・原作、橋本忍 脚本	朝日新聞出版, 	朝日文庫	912.7 ﾊｼ  文庫書架	ISBN: 9784-022644589 RGTN: 43822 受入日: 20090930
アフリカを食べる／アフリカで寝る	松本　仁一	朝日新聞出版, 	朝日文庫	302.4 ﾏﾂ  文庫書架	ISBN: 9784-022616036 RGTN: 43823 受入日: 20090930
硫黄島玉砕 : 海軍学徒兵慟哭の記録	多田実 著	朝日新聞出版, 	朝日文庫	916 ﾀﾀﾞ  文庫書架	ISBN: 9784-022615923 RGTN: 43824 受入日: 20090930
ナショナル・ストーリー・プロジェクト　\x87T	ポール・オースター．編／柴田　元幸．他訳	新潮社, 	新潮文庫	934.7 ｵ- 1 文庫書架	ISBN: 9784-102451113 RGTN: 43825 受入日: 20090930
ナショナル・ストーリー・プロジェクト　\x87U	ポール・オースター．編／柴田　元幸．他訳	新潮社, 	新潮文庫	934.7 ｵ- 2 文庫書架	ISBN: 9784-102451120 RGTN: 43826 受入日: 20090930
三日月が円くなるまで : 小十郎始末記	宇江佐真理 [著]	角川書店、角川グループパブリッシング, 	角川文庫 ; 15463	913.6 ｳｴ  文庫書架	ISBN: 9784-043739028 RGTN: 43827 受入日: 20090930
春いくたび	山本　周五郎	角川書店, 	角川文庫	913.6 ﾔﾏ  文庫書架	ISBN: 9784-041290101 RGTN: 43828 受入日: 20090930
ほつれとむすぼれ	田口　ランディ	角川書店, 	角川文庫	914.6 ﾀｸﾞ  文庫書架	ISBN:  RGTN: 43829 受入日: 20090930
どうせ死んでしまうのに、なぜいま死んではいけないのか？	中島義道 [著]	角川書店, 	角川文庫	104 ﾅｶ  文庫書架	ISBN: 9784-043496068 RGTN: 43830 受入日: 20090930
ベンジャミン・バトン／数奇な人生	フィツジェラルド／永山　篤一．訳	角川書店, 	角川文庫	933.7 ﾌｨ  文庫書架	ISBN: 9784-042976035 RGTN: 43831 受入日: 20090930
フルタイムライフ	柴崎　友香	河出書房新社, 	河出文庫	913.6 ｼﾊﾞ  文庫書架	ISBN: 9784-309409351 RGTN: 43832 受入日: 20090930
タイムマシンのつくり方／広瀬正・小説全集６	広瀬　正	集英社, 	集英社文庫	913.6 ﾋﾛ  文庫書架	ISBN: 9784-087463897 RGTN: 43833 受入日: 20090930
看護婦が見つめた人間が病むということ	宮子　あずさ	講談社, 	講談社文庫	490.1 ﾐﾔ  文庫書架	ISBN: 9784-062762298 RGTN: 43834 受入日: 20090930
「赤毛のアン」に学ぶ幸福になる方法	茂木　健一郎	講談社, 	講談社文庫	933.7 ﾓｷﾞ  文庫書架	ISBN: 9784-062762328 RGTN: 43835 受入日: 20090930
出たとこ勝負のバイク日本一周　〈準備編〉	小林　ゆき	\xFA竢o版社, 	\xFA笊ｶ庫	291 ｺﾊﾞ  文庫書架	ISBN: 9784-777901487 RGTN: 43836 受入日: 20090930
出たとこ勝負のバイク日本一周　〈実践編〉	小林　ゆき	\xFA竢o版社, 	\xFA笊ｶ庫	291 ｺﾊﾞ  文庫書架	ISBN: 9784-777901999 RGTN: 43837 受入日: 20090930
ぶらりデイトナひとり旅／なぜ彼らはバイクで集うのか？	小林　ゆき	\xFA竢o版社, 	\xFA笊ｶ庫	295.3 ｺﾊﾞ  文庫書架	ISBN: 9784-777907045 RGTN: 43838 受入日: 20090930
動物と向きあって生きる／旭山動物園獣医・坂東元	坂東　元	角川学芸出版, 	角川ソフィア文庫	480.7 ﾊﾞﾝ  文庫書架	ISBN: 9784-044088026 RGTN: 43839 受入日: 20090930
第九軍団のワシ	ローズマリ・サトクリフ作 ; 猪熊葉子訳	岩波書店, 	岩波少年文庫  579	933.7 ｻﾄ  新書書架	ISBN: 9784-001145793 RGTN: 43840 受入日: 20090930
辺境のオオカミ	ローズマリ・サトクリフ作 ; 猪熊葉子訳	岩波書店, 	岩波少年文庫  586	933.7 ｻﾄ  新書書架	ISBN: 9784-001145861 RGTN: 43841 受入日: 20090930
あした選挙へ行くまえに　／１４歳の世渡り術シリーズ	池上　彰	河出書房新社, 	１４の世渡り術シリーズ	314.8 ｲｱ  一般書架	ISBN:  RGTN: 43842 受入日: 20090930
君は誰に殺されたのですか／パロマ湯沸器事件の真実	江花　優子	新潮社, 		528.45 ｴﾕ  一般書架	ISBN:  RGTN: 43843 受入日: 20090930
カムイ伝講義／カムイ伝のむこうに広がる江戸時代から「いま」を読む	田中　優子	小学館, 		210.5 ﾀﾕ  一般書架	ISBN:  RGTN: 43844 受入日: 20090930
北海道へ	朝日新聞社．編	朝日新聞出版, 	朝日文庫	291.1 ｱ  文庫書架	ISBN: 9784-022615909 RGTN: 43845 受入日: 20091009
原爆・五〇〇人の証言	朝日新聞社 編	朝日新聞出版, 	朝日文庫	916 ｱｻ  文庫書架	ISBN: 9784-022615909 RGTN: 43846 受入日: 20091009
戦争文学を読む	川村湊 成田龍一 上野千鶴子 奥泉光 イ・ヨンスク 井上ひさし 高橋源一郎 古処誠二 著	朝日新聞出版, 	朝日文庫	910.2 ｶﾜ  文庫書架	ISBN: 9784-022615886 RGTN: 43847 受入日: 20091009
座礁／巨大銀行が震えた日	江上　剛	朝日新聞出版, 	朝日文庫	913.6 ｴｶﾞ  文庫書架	ISBN: 9784-022644398 RGTN: 43848 受入日: 20091009
わんこも介護	岡崎　杏里／あきんこ．イラスト	朝日新聞出版, 	朝日文庫	645.6 ｵｶ  文庫書架	ISBN: 9784-022681027 RGTN: 43849 受入日: 20091009
冠／廃墟の光	沢木　耕太郎	朝日新聞出版, 	朝日文庫	780.6 ｻﾜ  文庫書架	ISBN: 9784-022615800 RGTN: 43850 受入日: 20091009
お前はただの現在にすぎない／テレビになにが可能か	萩元　晴彦／村木　良彦／今野　勉	朝日新聞出版, 	朝日文庫	699 ﾊｷﾞ  文庫書架	ISBN: 9784-022615978 RGTN: 43851 受入日: 20091009
私の居場所はどこにあるの？／少女マンガが映す心のかたち	藤本　由香里	朝日新聞出版, 	朝日文庫	726.1 ﾌｼﾞ  文庫書架	ISBN: 9784-022615381 RGTN: 43852 受入日: 20091009
ＶＩＶＡ！個電天国ベスト１２０	福光　恵	朝日新聞出版, 	朝日文庫	675.1 ﾌｸ  文庫書架	ISBN: 9784-022615718 RGTN: 43853 受入日: 20091009
西太后とフランス帰りの通訳	渡辺　みどり	朝日新聞出版, 	朝日文庫	289.2 ｾｲ  文庫書架	ISBN: 9784-022615961 RGTN: 43854 受入日: 20091009
下北沢／さまよう僕たちの街	藤谷　治	ジャイブ, 	ピュアフル文庫	913.6 ﾌｼﾞ  文庫書架	ISBN: 9784-861765582 RGTN: 43855 受入日: 20091009
泣き虫だって社長になれた : 夢をカタチにする方法	伊藤弘美 著	祥伝社, 	祥伝社黄金文庫	916 ｲﾄ  文庫書架	ISBN: 9784-396314712 RGTN: 43856 受入日: 20091009
